80,68,62,95
80,43,66,82
71,57,65,96
74,63,62,90
68,61,51,83
72,48,52,105
52,51,85,81
66,43,49,110
61,40,57,102
60,65,71,96
51,50,63,85
66,53,48,102
63,46,46,78
69,36,52,100
41,53,49,79
65,37,44,83
44,43,62,91
67,42,43,62
52,46,54,80
54,36,57,74
45,31,29,81
35,39,28,69
54,33,29,80
53,34,46,81
43,33,34,67
41,32,42,66
41,34,52,76
52,29,30,81
42,31,45,72
27,32,21,55
36,21,23,59
37,14,19,59
43,20,39,63
43,23,27,57
28,32,31,50
33,31,26,75
56,36,36,76
36,38,23,74
40,31,28,53
36,14,26,47
40,15,20,64
47,22,24,61
43,43,26,78
35,36,22,46
31,26,33,58
19,20,20,45
31,27,16,55
40,25,30,73
30,11,14,28
35,32,12,50
25,34,16,55
38,23,27,42
26,18,27,50
13,33,18,48
29,19,20,52
14,13,29,57
21,21,7,45
26,32,21,49
33,25,20,40
22,16,17,57
25,18,20,51
32,27,19,49
27,30,16,11
30,11,18,40
38,16,19,28
19,21,6,41
12,13,16,40
22,28,7,20
19,18,12,36
15,22,12,40
20,14,8,32
19,8,17,24
17,18,24,39
22,32,21,26
13,16,8,20
15,23,9,25
13,14,15,31
19,19,7,28
16,20,12,18
22,34,21,32
16,20,9,21
17,17,6,27
14,28,8,21
14,32,7,37
12,9,22,31
16,27,11,45
11,11,11,16
13,15,9,37
19,8,19,52
18,12,10,42
5,23,3,32
20,7,8,43
13,10,15,17
17,9,12,36
16,21,12,29
6,16,17,16
7,12,8,29
7,27,16,30
15,17,7,20
7,9,5,19
15,7,6,25
13,12,12,17
15,11,9,34
11,6,16,30
13,16,15,16
15,23,8,20
12,25,7,15
15,25,5,24
26,26,13,37
17,8,9,21
14,17,18,31
14,21,14,29
22,21,12,20
5,11,10,29
11,22,9,28
4,22,12,22
16,26,10,35
14,20,5,28
13,15,15,23
14,26,14,30
12,20,8,20
13,31,11,24
20,16,14,30
15,10,8,14
14,24,12,24
15,27,14,24
10,17,16,24
24,12,10,13
11,5,12,13
10,21,4,21
19,16,11,11
13,20,12,26
20,22,12,27
16,13,5,28
15,10,19,33
23,20,11,51
18,13,12,20
28,16,20,43
31,22,8,28
27,17,17,45
38,15,19,31
40,19,5,52
33,21,22,35
41,22,16,52
28,19,10,68
29,27,19,54
41,18,17,41
31,23,15,53
37,30,18,44
27,24,8,52
33,26,19,55
39,22,14,79
40,17,22,65
49,41,38,100
72,43,28,74
48,45,40,77
61,49,25,65
50,49,41,95
61,57,36,102
81,71,45,156
40,21,55,79
56,25,68,144
35,42,74,104
109,26,98,108
76,39,76,99
75,36,96,85
65,35,93,85
75,47,113,96
91,28,107,85
78,54,107,96
84,38,104,103
82,94,115,98
95,32,114,87
112,61,117,95
92,43,132,127
109,48,108,122
101,30,114,117
101,49,133,151
118,82,129,138
106,40,138,119
114,50,158,136
118,39,159,139
121,40,162,153
133,41,184,137
100,53,196,129
118,50,191,145
121,57,204,143
149,61,196,160
135,61,181,163
147,54,191,162
144,45,183,136
153,143,180,160
151,123,183,160
153,131,179,150
159,132,160,144
153,131,162,143
152,142,176,151
155,131,172,132
160,115,203,142
132,136,174,151
121,123,172,141
156,131,150,129
139,130,156,147
156,124,148,127
131,113,148,118
142,101,153,125
148,107,166,110
137,110,171,126
130,119,163,124
123,122,174,130
136,115,187,107
142,131,155,145
162,132,201,136
165,127,188,154
141,120,201,153
143,125,173,149
158,136,172,125
153,108,186,129
152,136,158,117
157,103,159,142
161,120,186,142
132,100,180,105
138,117,216,113
117,105,189,126
126,101,176,119
116,85,175,133
151,131,183,128
86,107,176,125
146,106,188,122
173,106,167,194
156,108,169,198
128,123,169,177
135,115,166,202
119,107,143,208
129,100,145,166
154,106,133,159
163,116,129,196
130,106,165,185
130,122,163,164
139,110,131,191
115,104,141,179
134,87,136,182
142,111,137,182
109,100,125,165
133,98,113,168
139,105,138,181
127,109,105,177
145,90,166,182
115,81,138,162
121,74,143,160
80,83,130,187
107,98,143,152
110,79,127,135
119,66,107,152
114,80,137,178
52,90,118,175
111,65,136,161
89,71,106,138
84,77,120,128
92,59,116,147
91,108,112,151
103,77,121,140
109,70,124,160
102,85,115,151
124,86,126,145
93,71,111,158
104,69,99,142
103,96,116,159
120,58,117,158
97,91,118,155
94,77,129,182
130,73,118,154
71,74,113,166
101,75,118,173
92,91,123,161
109,73,106,147
97,70,87,190
97,92,139,197
117,90,108,163
108,71,123,172
83,66,102,163
98,61,88,132
85,93,113,151
103,80,100,141
128,89,115,179
119,88,127,151
89,71,88,171
95,71,79,169
111,72,109,158
108,84,102,156
94,61,129,157
105,91,121,146
100,91,101,158
89,50,118,123
107,74,108,159
117,71,134,166
109,55,111,161
79,82,107,146
96,62,136,156
104,70,110,152
104,99,125,169
116,73,107,134
121,64,145,163
112,76,126,151
109,56,113,163
84,75,104,164
114,71,121,170
100,75,117,140
107,99,116,165
83,67,113,147
87,80,135,174
105,62,142,174
114,79,107,172
93,62,132,149
124,67,142,179
109,97,119,124
75,68,121,164
128,100,128,168
101,77,127,163
114,74,123,154
105,79,113,174
104,65,122,157
131,92,111,168
106,87,134,140
135,95,111,186
109,83,127,153
114,72,116,159
134,72,132,134
100,124,116,144
116,83,110,151
133,80,129,169
87,75,149,139
115,85,110,153
135,70,118,155
107,108,140,166
141,94,114,164
118,95,137,178
133,97,74,181
132,71,142,178
132,95,111,153
109,83,128,188
129,117,152,145
121,66,137,175
104,70,89,160
155,74,157,193
115,83,121,175
119,76,117,180
80,74,136,168
118,83,133,186
141,102,138,150
114,90,133,163
128,85,105,159
133,99,147,170
96,80,143,157
119,74,148,150
136,77,137,154
130,79,102,160
121,109,134,144
104,83,139,156
118,100,131,91
98,79,133,172
132,91,107,165
101,80,61,172
121,79,124,168
115,72,119,189
108,104,136,167
113,77,129,195
57,87,129,148
107,80,59,156
122,94,122,170
121,81,127,173
141,93,175,195
109,87,70,205
127,104,157,195
70,98,74,196
121,93,131,167
122,99,81,197
117,97,147,173
122,95,87,178
148,95,157,205
112,68,91,208
124,78,164,191
81,54,62,177
142,102,78,223
106,91,97,171
137,113,183,177
132,108,114,168
116,100,139,191
127,77,91,172
115,97,148,174
54,100,105,193
130,102,170,215
111,97,73,175
123,92,88,159
145,89,166,166
135,88,140,162
158,121,92,157
90,83,176,174
76,52,81,96
141,101,83,174
141,115,84,193
131,106,176,217
159,122,105,195
153,66,99,175
122,61,65,194
86,64,108,185
124,69,121,188
119,84,92,143
111,66,85,99
117,83,96,159
118,64,75,156
130,97,70,127
131,59,84,118
111,59,117,129
63,57,63,158
122,49,91,142
68,49,78,89
111,53,65,137
120,66,68,140
80,51,73,150
66,58,77,141
109,59,69,129
104,44,63,150
92,61,74,147
101,54,93,135
98,58,87,113
121,50,91,120
96,105,116,146
105,21,99,110
93,57,65,131
85,23,119,101
113,69,52,132
100,57,75,127
73,39,68,77
88,49,76,150
110,54,128,133
76,61,80,154
116,51,109,151
100,34,85,125
115,24,80,138
97,53,101,138
103,41,66,141
86,41,74,86
53,63,83,134
64,68,106,116
112,43,103,132
91,37,99,165
112,46,60,161
123,57,52,146
91,54,71,154
101,65,83,152
91,54,78,156
96,57,88,144
83,34,101,129
74,34,97,107
116,43,96,139
58,53,83,61
99,54,63,77
82,44,78,159
70,25,87,138
109,55,96,83
91,52,87,153
78,67,93,103
71,45,91,118
59,29,97,137
118,47,104,80
73,45,68,90
85,51,76,113
85,42,72,95
76,51,79,63
44,25,67,113
90,23,66,152
83,51,66,153
90,48,40,79
51,43,83,75
85,51,77,94
91,35,90,126
90,26,101,100
46,48,101,73
76,42,66,65
45,42,100,85
77,35,60,76
56,38,85,91
81,40,58,131
47,35,80,75
66,39,94,64
76,39,71,82
61,24,68,83
72,38,67,76
61,30,73,58
46,37,78,73
45,38,87,68
39,23,65,63
63,19,65,80
32,34,77,66
43,26,70,51
44,34,74,56
61,35,67,54
49,35,57,67
63,33,57,36
35,34,69,47
34,30,48,60
41,22,58,70
52,23,58,46
36,24,50,52
64,27,45,53
39,21,57,45
41,14,33,53
37,22,41,49
32,30,47,40
54,28,60,45
27,26,46,41
18,11,52,48
24,18,32,32
40,23,57,38
26,14,35,42
31,15,49,38
50,40,38,59
19,21,57,51
26,30,47,42
25,25,40,29
27,23,39,41
47,31,36,44
30,28,46,50
13,18,42,36
22,21,33,29
12,21,31,35
15,24,39,39
20,27,46,44
14,27,35,35
18,26,28,32
11,22,19,28
18,16,32,36
24,28,17,27
27,26,22,25
21,27,23,29
16,16,27,25
25,24,24,28
14,14,32,33
15,40,41,33
18,29,26,25
15,24,23,19
14,49,26,25
16,42,13,17
17,39,26,25
16,35,13,27
11,22,26,20
11,48,18,27
14,43,34,23
30,23,15,27
15,27,29,19
15,44,20,22
7,26,29,17
13,10,20,24
7,6,31,14
19,12,22,32
12,21,21,20
11,12,23,18
17,22,20,29
8,20,37,37
24,26,14,36
18,33,22,38
19,18,28,29
23,19,23,36
9,4,20,33
16,16,17,33
14,19,19,27
10,14,18,27
19,21,20,44
13,9,14,28
5,15,23,44
17,17,14,36
7,5,16,34
5,4,22,42
12,21,18,41
4,11,11,25
11,14,18,37
14,26,13,43
17,21,15,34
22,11,14,28
15,12,21,25
12,15,15,26
7,10,17,25
14,19,16,22
11,11,14,39
10,12,9,21
5,8,14,25
12,22,17,30
7,9,16,28
6,11,22,24
16,14,9,26
19,40,18,33
12,11,27,21
12,13,15,23
12,6,18,20
16,9,20,27
12,18,8,26
13,28,10,32
8,9,13,41
19,19,9,20
17,15,18,30
13,17,19,40
15,14,21,27
3,14,13,23
9,42,15,31
9,14,13,33
10,19,13,40
10,27,13,17
11,20,13,25
15,29,14,41
11,30,14,30
14,44,16,32
15,66,10,33
18,63,19,36
15,23,14,39
11,20,25,41
10,44,21,18
17,24,18,58
15,25,20,31
31,18,17,54
25,24,18,48
17,29,21,40
15,34,11,41
14,36,30,33
19,18,17,65
16,27,27,42
22,18,33,64
16,27,28,60
31,26,22,55
30,34,33,57
29,27,41,79
27,31,26,55
28,36,50,78
31,38,44,92
45,38,28,101
33,39,49,112
37,44,45,107
29,46,31,98
30,46,56,129
53,66,62,127
42,56,67,125
30,68,71,99
31,65,50,143
58,60,66,154
49,82,100,136
65,63,84,143
42,68,90,140
60,41,79,121
36,68,80,130
46,91,103,126
55,69,93,144
85,75,70,129
70,83,72,144
57,76,86,155
78,74,86,170
110,81,109,168
76,97,112,160
90,95,97,150
74,93,114,167
91,103,145,178
63,88,168,183
97,98,149,200
101,100,151,193
125,84,161,198
95,103,163,205
149,29,168,175
96,105,189,219
118,139,182,205
99,117,176,241
129,107,196,215
47,85,78,152
110,114,175,201
106,120,166,189
84,111,154,159
120,107,159,247
108,109,166,210
108,108,142,204
96,116,147,192
94,132,168,184
111,90,169,230
78,116,141,211
113,55,172,182
108,122,155,190
134,111,186,238
114,114,199,224
103,134,123,209
102,111,187,192
138,119,167,223
99,122,154,226
112,120,110,215
114,108,183,215
68,126,117,242
135,129,142,250
88,128,175,217
114,104,130,239
116,95,195,243
110,84,161,219
112,95,161,232
126,119,153,261
82,117,189,234
115,90,202,229
108,123,56,248
98,54,158,220
106,112,153,204
114,118,136,234
94,117,205,184
115,117,123,207
111,98,140,254
94,99,140,205
157,107,167,222
93,102,104,207
116,48,130,250
86,104,153,220
107,119,112,245
94,111,99,192
102,111,87,212
106,110,114,214
111,101,128,202
128,86,111,186
89,104,107,203
82,106,113,178
127,111,115,213
92,81,115,180
70,88,106,191
95,47,105,168
95,92,76,193
94,73,54,170
69,56,93,171
96,90,85,154
95,80,77,137
64,95,94,182
77,76,73,176
71,60,79,170
59,63,80,132
72,57,96,157
65,78,84,154
64,59,105,215
83,71,63,180
86,66,66,145
63,78,66,192
78,66,115,173
64,67,83,136
61,45,112,168
57,95,94,198
82,66,58,170
53,72,74,184
94,60,92,148
85,66,62,164
64,66,88,164
129,108,81,158
76,40,94,197
57,137,104,208
57,46,61,148
68,75,63,158
68,59,75,186
79,59,47,150
57,74,79,155
65,66,105,152
77,65,92,169
93,35,69,135
78,68,68,178
57,45,84,127
61,58,56,161
85,79,82,146
95,57,91,113
68,80,92,140
75,39,72,162
87,36,90,139
58,58,78,194
87,66,50,175
95,55,112,118
74,63,75,167
69,49,89,143
83,38,108,136
70,30,82,173
63,42,75,144
77,52,70,170
69,48,97,150
66,60,68,153
70,48,103,126
72,50,82,111
85,47,92,114
71,29,77,105
58,32,70,91
68,64,65,97
82,61,147,160
83,60,137,153
71,35,111,107
63,26,115,126
58,33,106,118
68,47,153,91
70,49,118,82
76,60,118,94
67,49,123,120
85,37,127,78
72,31,111,91
80,63,100,73
64,42,133,155
56,39,118,85
79,61,122,123
79,51,99,93
62,53,117,86
77,45,112,123
74,62,119,108
83,50,95,69
74,62,125,99
82,60,110,93
75,43,118,68
78,69,111,94
66,30,97,100
93,39,112,92
79,58,114,153
49,54,100,78
80,45,102,117
75,59,140,99
78,51,128,106
75,43,144,98
90,35,145,134
99,21,152,118
80,34,115,161
71,38,139,108
60,41,158,85
73,61,141,104
86,56,127,114
85,47,129,104
95,46,119,99
54,31,100,134
125,56,119,130
58,46,130,91
83,57,108,75
